id,question,options,correctAnswer,explanation
495,在仪表飞行规则条件下，发生双向无线电通话失效，在没有指定航线，且无法按照空中交通管制曾告知在后续指令可能同意的航线飞行时，应使用 {{c1::B}},非航路直接飞往指定目的地||飞行计划上的航路||飞往备降场的最短航路,2,依据CCAR-91部第 91.185条规定，双向无线电通信失效时，在没有指定航线时，按照空中交通管制曾告知在后续指令中可能同意的航线飞行；如果不能按照所述航线飞行时，则按照飞行计划所申请的航线飞行。
496,机上有乘客时能否加油 {{c1::B}},不可以||可以，但机长必须在场||可以，但必须经过管制员批准,2,CCAR-91第91.195条 航空器燃油加注的一般规定：(a)飞机不应在乘客登机、离机或在机上时加油，除非机长或其他有资格的人员在场并随时能以可行的最实用和快捷的方法引导乘客撤离飞机。
497,下列哪种情况下不能驾驶航空器进行特技飞行 {{c1::C}},距地面450米以上||飞行能见度高于5千米||在任何航路中心线两侧10千米范围之内,3,"CCAR-91第91. 201条 特技飞行：
(a) 经局方批准外，任何人不得在下列情况下驾驶航空器进行特技飞行：
(1) 在任何城市、集镇或居住地的人口稠密区上空
(2) 在露天的人员集会地点上空
(3) 在任何局方指定的区域内
(4) 在任何航路中心线两侧10千米范围之内
(5) 距地面450米以下
(6) 飞行能见度低于5千米时"
498,牵引滑翔机的民用航空器驾驶员，除牵引滑翔机外，是否可以使用该航空器牵引广告横幅？ {{c1::A}},不可以||可以||可以，但必须经过管制员批准,1,"CCAR-91部第91.209条 牵引滑翔机以外的物体：
除经局方批准外，民用航空器的驾驶员不得使用该航空器牵引滑翔机（按第91.207条规定）以外的任何其他物体。"
499,（ ）对航空器进行长期维护 {{c1::B}},机长||运营人||航空器所有人,2,"第91.305条 适航性责任
(a) 航空器的所有权人或运营人对保持航空器的适航性状态负责，包括机体、发动机、螺旋桨及其安装设备的适航性。
(b) 为落实航空器的适航性责任，航空器的所有权人或者运营人应当按照第91.303条的规则保证其使用的航空器完成如下工作：
(1) 按照第91.307条的规定完成要求的维修；
(2) 除第91.443条允许不工作的任何仪表或设备外，在每次飞行前对于影响安全运行的有关缺陷和损伤进行处理并达到经批准的标准；
(3) 完成适航指令和局方要求强制执行的任何其他持续适航要求。
(c) 上述工作可以通过签订协议的方式进行委托，但航空器所有权人或运营人负有同样的适航性责任。"
500,航空器的所有权人或运营人对保持航空器的适航性状态负责，包括①机体 ②发动机 ③螺旋桨 {{c1::C}},①③||②③||①②③,3,CCAR-91第91. 305条 适航性责任：(a) 航空器的所有权人或运营人对保持航空器的适航性状态负责，包括机体、发动机、螺旋桨及其安装设备的适航性。
501,对于小型活塞飞机，在每（ ）小时的飞行时间内按照CCAR-43部的规定检查，但如果在连续的12个日历月内没有达到（ ）小时的飞行时间，则应当完成CCAR-43部规定的年度检查 {{c1::A}},"100,100||90，90||120,120",1,"CCAR-91第91.307条 要求的维修：
(a) 航空器的所有权人或运营人应当按照以下规定完成对航空器的检查：
(2) 对于大型飞机、涡轮喷气多发飞机、涡桨多发飞机或者涡轮动力旋翼机，按照第91.309条要求的检查大纲的规定进行检查；
(3) 对于本条(a)(2)之外的的航空器，在每100小时的飞行时间内按照CCAR-43部的规定完成100小时检查，但如果在连续的12个日历月内没有达到100小时的飞行时间，则应当在上次完成100小时检查之日起12个月之内完成CCAR-43部规定的年度检查。如果需要为检查而进行调机时，可以超过100小时的限制，但超出时间不得多于10小时。并且在计算下一个100小时使用时间时要包括这次超过100小时的时间。"
502,某人购买一架飞机并改装后，需要经过（  ）在其航空器技术记录本上签署批准方可恢复使用 {{c1::C}},局方||航空器制造厂家||具有相应资格的维修人员,3,CCAR-91部第91.315条 航空器批准恢复使用：(a) 航空器所有权人或者运营人在每次对航空器完成任何维修和改装工作后，都应当由具有相应资格的维修人员在其航空器技术记录本上签署批准恢复使用。
503,在航空器完成维修工作后，航空器所有权人或者运营人应当确保（ ）在航空器技术记录本上签署批准恢复使用 {{c1::B}},适航司的工作人员||具有相应资格的维修人员||机长,2,依据CCAR91部规定，航空器所有权人或者运营人在每次对航空器完成任何维修和改装工作后，都应当由具有相应资格的维修人员在其航空器技术记录本上签署批准恢复使用。
504,"航空器技术记录应当至少包括以下哪些内容
①航空器的型号和国籍登记号
②以当地时间或者国际标准时间记录的航空器每次飞行时间和发动机运转时间
③油料添加记录 {{c1::C}}",①||②③||①②③,3,"CCAR-91第91. 317条 航空器技术记录：
(b) 航空器技术记录应当至少包括以下内容和格式要求：
(1) 航空器的型号和国籍登记号；
(2) 以当地时间或者国际标准时间记录的航空器每次飞行时间和发动机运转时间；
(3) 机组发现的缺陷和工作不正常情况及所采取的修复措施；
(4) 油料添加记录；
(5) 航空器使用超限记录和采取的特殊检查措施；
(6) 每次完成维修和改装的日期、项目、实施人员或者单位、批准恢复使用人员（包括姓名、签名和执照编号）；
(7) 适航指令执行记录。"
505,私人飞机是否需要建立飞机技术记录？ {{c1::B}},不需要||需要||根据持有人个人意愿决定,2,详见CCAR-91部第91.317条 航空器技术记录：(a) 航空器所有权人或者运营人应当按照本条(b)的要求为其使用的每一架航空器建立航空器技术记录，以连续记录航空器有关的技术信息。
506,根据CCAR91部规定，一架执行IFR飞行的飞机需要具备 {{c1::A}},陀螺方位指示器||双重VOR系统||雷达高度表,1,"依据CCAR-91部第91.405条规定，航空器按仪表飞行规则飞行时，应当至少安装下列仪表和设备：
(1) 一个磁罗盘；
(2) 一个指示时、分、秒的准确的计时表；
(3) 两个带转鼓计数器或者同等指示方法的灵敏气压高度表（对于固定翼飞机实施的航空作业运行，可仅安装一个） ；
(4) 一个可以防止因凝结或结冰而发生故障的空速指示系统；
(5) 一个转弯侧滑仪；
(6) 一个姿态指示器（人工地平仪） ，但对于旋翼机应当安装三个姿态指示器（其中一个可用转弯仪代替） ；
(7) 一个航向指示器（方向陀螺） ；
(8) 一个指示陀螺仪表的供电是否充足的设备；
(9) 一个在驾驶舱内指示大气温度的设备；
(10) 一个爬升和下降速度指示器。"
507,航空器按照仪表飞行规则飞行时，应安装至少（ ）可以防止因凝结或结冰而发生故障的空速指示系统。 {{c1::C}},2个||3个||1个,3,"按仪表飞行规则运行的仪表和设备包括：
1、航空器按仪表飞行规则飞行时，应当至少安装下列仪表和设备：
(1) 一个磁罗盘；
(2) 一个指示时、分、秒的准确的计时表；
(3) 两个带转鼓计数器或者同等指示方法的灵敏气压高度表（对于固定翼飞机实施的航空作业运行，可仅安装一个）；
(4) 一个可以防止因凝结或结冰而发生故障的空速指示系统；
(5) 一个转弯侧滑仪；
(6) 一个姿态指示器（人工地平仪），但对于旋翼机应当安装三个姿态指示器（其中一个可用转弯仪代替）；
(7) 一个航向指示器（方向陀螺）；
(8) 一个指示陀螺仪表的供电是否充足的设备；
(9) 一个在驾驶舱内指示大气温度的设备；
(10) 一个爬升和下降速度指示器。"
508,"在夜间和云上运行的所有航空器除安装仪表飞行规则飞行规定的仪表和设备外，还应当装备
①防撞灯和航行灯 ②四个着陆灯 ③在每一个机组成员座位处配置一个电筒 ④客舱灯光 {{c1::C}}",①③||②④||①③④,3,"CCAR-91第91. 407条 在夜间和云上运行的仪表和设备：
(a) 在夜间(日落到日出期间)和云上运行的所有航空器除安装仪表飞行规则飞行规定的仪表和设备外，还应当装备： 
(1) 防撞灯和航行灯
(2) 两个着陆灯（仅装有一个着陆灯但有两个单独供电的灯丝，可认为符合规定），但对于固定翼飞机实施的航空作业运行，可仅安装一个着陆灯
(3) 供飞行组使用的、安全运行所必需的仪表和设备的照明
(4) 客舱灯光
(5) 在每一个机组成员座位处配置一个电筒"
509,航空器上安装的应急定位发射机（ELT）必须能够工作在（ ）频率上 {{c1::C}},121.5MHZ||406MHZ||121.5MHZ和406MHZ,3,"CCAR91部第 91.205 条规定：
(j)除本条(m)款和(n)款规定的情况外，任何航空器应当按照下列要求配备应急定位发射机，并且其工作频率应当能同时工作在
121.5 兆赫和 406 兆赫：
(1)任何航空器应当至少装备一台自动应急定位发射机；
(2)最大审定旅客座位数 19 座以上的航空器至少装备两台，其中一台须为自动的；
(3)对于实施延伸跨水运行的飞机，至少装备两台，其中一台为救生型应急定位发射机（可放置在救生筏内）；
(4)对于无人烟地区上空的飞行或者运行的航空器，至少装备两台，其中一台为救生型应急定位发射机。"
